date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:07	15887/15887	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:04%20GMT	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/login.html	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/login.html	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:09	16025/16025	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:06%20GMT	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/register.html	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/register.html	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:09	28456/28456	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/about.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/about.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:09	42065/42065	---M--	200	added ('OK')	image/png	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img.png	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img.png	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:10	137089/137089	---M--	200	added ('OK')	image/png	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img3.png	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img3.png	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:12	564/564	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:09%20GMT	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/single.html	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/single.html	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:12	46261/46261	---M--	200	added ('OK')	image/jpeg	etag:%221573816691%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g1.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:12	52010/52010	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g2.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:12	65521/65521	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g3.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:13	80392/80392	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g4.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:13	33930/33930	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g5.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:13	59988/59988	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g6.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/g6.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:13	15057/15057	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/te1.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/te1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:15	64976/64976	---M--	200	added ('OK')	image/png	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img2.png	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/img2.png	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/index.html)
14:47:16	305037/305037	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/banner.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/banner.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:16	121377/121377	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg1.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:17	34634/34634	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p1.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:17	35477/35477	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p2.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:17	38688/38688	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p3.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:17	30248/30248	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p4.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/p4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:18	59719/59719	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg2.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:18	66431/66431	---M--	200	added ('OK')	image/jpeg	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg4.jpg	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/images/bg4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/style.css)
14:47:20	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.eot?v=4.7.0	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont3e6e.eot	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:21	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.eot?	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:21	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:22	98024/98024	---M--	200	added ('OK')	font/woff	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.woff?v=4.7.0	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont3e6e.woff	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:24	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:22%20GMT	https://demo.w3layouts.com/images/W3Layouts-light.png	C:/xampp/htdocs/abbb/demo.w3layouts.com/images/W3Layouts-light.html	(from https://demo.w3layouts.com/images/demobar_w3_4thDec2019.css)
14:47:25	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:28	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%221558943530%22	https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont.svg?v=4.7.0	C:/xampp/htdocs/abbb/demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/fonts/fontawesome-webfont3e6e.svg	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/css/font-awesome.min.css)
14:47:29	21346/21346	---MCZ	200	added ('OK')	application/javascript	etag:W/%225362-5900057953202%22	http://cdn.fancybar.net/ac/fancybar.js?zoneid=1502&serve=C6ADVKE&placement=w3layouts	C:/xampp/htdocs/abbb/cdn.fancybar.net/ac/fancybar6a2f.js	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/single.html)
14:47:29	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:26%20GMT	https://demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:31	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	http://www.google-analytics.com/analytics.js	C:/xampp/htdocs/abbb/www.google-analytics.com/analytics.js	(from https://demo.w3layouts.com/demos_new/template_demo/27-05-2019/land-demo_Free/568639772/web/single.html)
14:47:31	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:27%20GMT	https://demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:32	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:29%20GMT	https://demo.w3layouts.com/assets/css/bootstrap.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/bootstrap.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:32	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:29%20GMT	https://demo.w3layouts.com/assets/css/xenon-core.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/xenon-core.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:32	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:29%20GMT	https://demo.w3layouts.com/assets/css/xenon-forms.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/xenon-forms.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:33	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:30%20GMT	https://demo.w3layouts.com/assets/css/xenon-components.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/xenon-components.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:33	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:30%20GMT	https://demo.w3layouts.com/assets/css/xenon-skins.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/xenon-skins.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:33	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:31%20GMT	https://demo.w3layouts.com/assets/css/custom.css	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/css/custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:34	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:31%20GMT	https://demo.w3layouts.com/assets/js/jquery-1.11.1.min.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/jquery-1.11.1.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:34	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:31%20GMT	https://demo.w3layouts.com/assets/js/bootstrap.min.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/bootstrap.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:34	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:31%20GMT	https://demo.w3layouts.com/assets/js/TweenMax.min.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/TweenMax.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:34	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:32%20GMT	https://demo.w3layouts.com/assets/js/resizeable.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/resizeable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:35	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:32%20GMT	https://demo.w3layouts.com/assets/js/joinable.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/joinable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:35	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:32%20GMT	https://demo.w3layouts.com/assets/js/xenon-api.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/xenon-api.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:35	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:32%20GMT	https://demo.w3layouts.com/assets/js/xenon-toggles.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/xenon-toggles.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
14:47:35	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2007%20Dec%202019%2009:17:33%20GMT	https://demo.w3layouts.com/assets/js/xenon-custom.js	C:/xampp/htdocs/abbb/demo.w3layouts.com/assets/js/xenon-custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
